OBJECTID,old_dam_name,osm_name,distance_m,Latitude,Longitude
12812,Low-Head Dam (23677),Cliffside Dam,2.3,35.0793,-83.2356
12820,Low-Head Dam (24210),Lake Wilson Dam,3.9,35.78907,-77.9204
12853,Low-Head Dam (20922),Whitehouse Dam,9.1,40.70413247,-116.52076624
12867,Low-Head Dam (24223),Warwick Dam,11.6,47.80514,-98.7164
12869,Low-Head Dam (24258),Ueland Dam,9.8,47.43287,-98.028
12874,Low-Head Dam (24391),Willow Valley Dam,5.0,34.68166667,-111.3363889
12875,Low-Head Dam (24404),Enderlin Park Dam,0.6,46.6282,-97.6007
12929,Low-Head Dam (23127),Rutland Milldam,8.0,42.75521162,-94.29637518
12937,Low-Head Dam (17791),Kent Lake Dam,3.9,42.513055,-83.675863
12947,Low-Head Dam (19037),Lylah's Marsh Dam,7.1,43.28452419,-92.47001479
12953,Low-Head Dam (13346),Ruggles Dam,1.3,38.46871257,-96.24999596
12995,Low-Head Dam (18301),Whipple Dam,28.0,40.68304629,-77.86544051
13025,Low-Head Dam (22578),Union Ditch,17.4,40.31302513,-104.8163653
13026,Low-Head Dam (22579),Plumb Ditch,5.7,40.40109295,-104.6198055
13031,Low-Head Dam (22584),Beeman Ditch & Meadow Island Ditch 2,2.3,40.1695543,-104.8415355
13032,Low-Head Dam (22583),Farmers Independent Ditch,17.3,40.20683305,-104.8276925
13104,Low-Head Dam (18218),Last Chance Dam,13.2,42.6076645,-111.7064914
13120,Low-Head Dam (22978),Sears Dam,2.8,41.46127,-90.57818585
13136,Low-Head Dam (20596),Vermillion Dam,2.3,47.96096896,-92.47584106
13137,Low-Head Dam (20566),Central Dam,7.5,46.28256424,-96.07317342
13143,Low-Head Dam (15438),Bufallo Creek Lake Dam,1.2,42.28292451,-91.53219529
13190,Low-Head Dam (24316),Gunnison Diversion Dam,4.5,38.52446149,-107.6493718
13209,Low-Head Dam (18445),South Elgin Dam,6.0,41.9962,-88.29430408
13227,Low-Head Dam (23869),Holbrook Diversion Dam,27.8,38.12278121,-103.8460033
13228,Low-Head Dam (23867),Otero Canal Diversion,6.3,38.14150175,-104.0450436
13229,Low-Head Dam (23868),Catlin Dam,7.5,38.12648187,-103.9440376
13241,Low-Head Dam (24081),Taylors Millpond Dam,10.9,35.77963,-78.2484
13244,Low-Head Dam (23663),Lake Myra Dam,15.3,35.75305,-78.43
13246,Low-Head Dam (23798),Sims Pond Dam,20.3,36.14226,-81.7196
13247,Low-Head Dam (23667),Murrays Pond Dam,34.0,35.86586,-78.1781
13332,Low-Head Dam (19268),Belmont Diversion Dam,18.1,41.70136137,-103.2458362
13349,Low-Head Dam (23535),Jackson Ditch,0.6,40.63261342,-105.1686379
13461,Low-Head Dam (23079),Lake Catamount Dam,47.6,40.36542425,-106.8005706
13473,Low-Head Dam (15433),Beaver Dam,7.7,39.9328273,-75.85382938
13490,Low-Head Dam (19018),Lovato Dam,32.8,35.30894,-105.402
13491,Low-Head Dam (19019),Sena Dam,4.8,35.31671,-105.41
13493,Low-Head Dam (19021),Pueblo Dam,9.3,35.3397,-105.432
13494,Low-Head Dam (19022),Los Trigos Dam,38.9,35.35493,-105.442
13523,Low-Head Dam (22576),Latham Ditch,22.0,40.3618,-104.7036
13525,Low-Head Dam (22696),Lebanon Reservoir Number Two Dam,36.6,32.74476934,-109.745767
13534,Low-Head Dam (13866),Niagara Mohawk Power Dam,22.0,44.26981,-75.1985
13540,Low-Head Dam (14116),Bronx Zoo Twin Dams,1.9,40.8542,-73.8748
13543,Low-Head Dam (14119),Westover Dam,13.4,42.11089,-75.9778
13553,Low-Head Dam (16321),Barker Dam,10.0,37.71956641,-95.45448508
13561,Low-Head Dam (17017),Cherokee Falls,38.5,35.06331,-81.5488935
13575,Low-Head Dam (14642),Steeles Mill Reservoir Dam,23.6,33.30837,-84.1368
13584,Low-Head Dam (15420),Lower Appleton Dam,19.9,44.25885395,-88.39066328
13602,Low-Head Dam (19221),Weidner Dam,1.5,40.30764269,-75.72759411
13603,Low-Head Dam (21183),Greenwater Pond Dam,28.7,42.28993765,-73.15698988
13614,Low-Head Dam (19373),Nash Mill Dam,2.1,36.60241393,-83.58328653
13650,Low-Head Dam (19900),West Milton Low Head Dam,3.3,39.97698,-84.3251
13653,Low-Head Dam (19903),Stark Lime Sludge Lagoon Dam,3.5,40.80837,-81.5274
13654,Low-Head Dam (19223),Manchester Milldam,7.0,42.48217554,-91.45850878
13660,Low-Head Dam (19231),Magarge Dam,1.2,40.0600339,-75.22097945
13688,Low-Head Dam (17763),Neal Dam,4.9,44.80638045,-119.5169331
13693,Low-Head Dam (17771),Opal Springs Hydro Dam,22.5,44.48618649,-121.2983601
13694,Low-Head Dam (17773),North Unit Diversion Dam,13.4,44.0756954,-121.3068547
13704,Low-Head Dam (19391),Lock Number 7,46.9,32.44330831,-96.48406321
13717,Low-Head Dam (17789),Covered Bridge Dam,2.3,42.097249,-83.295262
13720,Low-Head Dam (17790),Peninsular Paper Dam,5.4,42.256048,-83.624144
13727,Low-Head Dam (17801),La Grange Dam,26.9,39.94065,-90.53280088
13728,Low-Head Dam (17802),Peoria Dam,15.7,40.63292,-89.62583953
13730,Low-Head Dam (14136),Gilbert Knitting Mills Dam,2.6,43.04089286,-74.85348166
13734,Low-Head Dam (14399),Philadelphia Dam,15.9,44.15783287,-75.70917482
13751,Low-Head Dam (17803),Tainter Gates,19.7,41.32165,-88.98594004
13782,Low-Head Dam (19601),State Street Dam,4.9,43.375304,-84.662006
13786,Low-Head Dam (19604),Central City Milldam,21.7,42.20465915,-91.52872247
13797,Low-Head Dam (17912),Debris Dam,20.5,40.01636883,-75.09918142
13810,Low-Head Dam (16522),Edwards Falls Dam,0.9,42.98926309,-75.96015061
13822,Low-Head Dam (17835),Saint Croix Falls Dam,27.6,45.41250548,-92.6472726
13823,Low-Head Dam (17836),Saxon Dam,18.9,46.539301,-90.374325
13851,Low-Head Dam (17902),Kent Dam,22.2,39.93365508,-75.29404137
13904,Low-Head Dam (17804),Spillway,44.8,41.3992,-88.28119978
13906,Low-Head Dam (17810),Indian Head Park Dam,2.9,40.14598938,-75.44491802
13970,Low-Head Dam (17864),Davis Creek Dam,0.9,47.071808,-123.934281
13985,Low-Head Dam (24219),Fessenden Dam,20.5,47.69793,-99.6061
13996,Low-Head Dam (19047),John Dees Pond Dam,3.8,41.55037,-73.0241
14029,Low-Head Dam (16530),Thompson Island Dam,2.7,43.18908447,-73.58499704
14074,Low-Head Dam (19761),Middletown Dam,7.1,39.54262,-84.3631
14095,Low-Head Dam (19368),Myers Dam,3.8,40.43815864,-75.12520638
14098,Low-Head Dam (19477),Kurtzs Dam,1.3,40.40653179,-75.52175506
14105,Low-Head Dam (19766),Bear's Mill Dam,2.8,40.1054,-84.5433
14106,Low-Head Dam (19770),Monroeville Low Head Dam,6.8,41.24193,-82.695
14115,Low-Head Dam (19779),Leavittsburg Dam,2.8,41.23897,-80.882
14175,Low-Head Dam (18800),Mill Creek Diversion Dam,5.5,46.079859,-118.254404
14182,Low-Head Dam (18817),Silver Spring Lake Dam,3.0,42.434239,-83.480121
14230,Low-Head Dam (18851),Littleton Dam,4.0,42.53056493,-92.02785998
14231,Low-Head Dam (18853),Llano River Dam,33.4,30.75304658,-98.6762725
14309,Low-Head Dam (18721),Marshalville ditch Diversion,5.4,39.9588679,-105.2333393
14313,Low-Head Dam (18723),Mill Dam,44.9,40.7932561,-75.1908068
14319,Low-Head Dam (18951),Villanueva Dam,10.1,35.27499,-105.382
14324,Low-Head Dam (18957),Dam No. 14,9.7,41.57273121,-90.39854958
14327,Low-Head Dam (18962),Mon-Maq Dam,10.0,42.24472069,-91.17220074
14392,Low-Head Dam (18942),Pelzer Mills Dam,27.2,34.6170423,-82.4472799
14521,Low-Head Dam (18795),Linn Grove Milldam,5.9,42.89566841,-95.24492118
14540,Low-Head Dam (13977),El Duende Dam,16.9,36.08424091,-106.12624003
14549,Low-Head Dam (13285),Grass Valley French Ditch Diversion,35.3,46.8688,-114.104
14563,Low-Head Dam (13302),Pitt-Taylor Diversion Dam,8.5,40.70824393,-118.08000693
14579,Low-Head Dam (13463),Thompson Weinman Dam,6.6,34.14527,-84.7836
14619,Low-Head Dam (13470),Rhodes Pond Dam,10.0,33.33458,-82.1008
14620,Low-Head Dam (13480),Roswell Mill Dam,5.6,34.01329,-84.3552
14646,Low-Head Dam (17776),Bend Power Dam,12.8,44.06188978,-121.3140825
14676,Low-Head Dam (13537),Eastman Weir,3.2,36.524557,-82.546319
14703,Low-Head Dam (23969),Stice Shoals Dam,14.5,35.22323,-81.5891
14707,Low-Head Dam (23842),Avalon Dam,12.4,36.42834,-79.9476
14713,Low-Head Dam (24226),North Dakota No Name Dam 227,3.6,46.93218,-96.9253
14720,Low-Head Dam (14044),J A Wells Upper Dam,4.0,42.63175616,-72.86875888
14781,Low-Head Dam (13731),Egin Canal Diversion,12.9,43.96498908,-111.6795469
14805,Low-Head Dam (14129),Lower Ausable Lake Dam,1.4,44.1184,-73.8251
14808,Low-Head Dam (14133),Oatka Creek Dam,7.0,42.97737,-77.9886
14810,Low-Head Dam (14131),Stewarts Landing Dam,11.0,43.14165,-74.593
14812,Low-Head Dam (14135),Lake Abanakee Dam,3.7,43.79771567,-74.22924814
14822,Low-Head Dam (13131),North Hoosick Dam,6.4,42.92419,-73.3433
14839,Low-Head Dam (14327),Warnecke Rapids,8.1,29.70406,-98.1188
14842,Low-Head Dam (14334),Mo-Ranch Dam,7.3,30.060131,-99.46968
14868,Low-Head Dam (14150),Pine Hill Lake Dam,1.3,42.12842326,-74.47552949
14902,Low-Head Dam (14372),Swandowns Mill Dam,1.6,42.64723684,-73.60025744
14915,Low-Head Dam (14400),Kessinger Taberg Dam,0.4,43.33730102,-75.58169839
14939,Low-Head Dam (14199),Lock Number 14,2.5,37.55232303,-83.76948921
14960,Low-Head Dam (14431),Harms Mill Dam,7.3,35.150633,-86.648747
14965,Low-Head Dam (13555),Lee & Gordon's Mills Dam,0.7,34.88331,-85.2664
15001,Low-Head Dam (12913),Kentucky River Lock and Dam 1,12.9,38.65813174,-85.14447895
15008,Low-Head Dam (12931),Lock and Dam Number 4,13.1,38.2117436,-84.87228642
15016,Low-Head Dam (24077),Troy Town Reservoir Dam #1,30.8,35.38958,-79.8691
15022,Low-Head Dam (24091),Randleman City Lake Dam,6.8,35.81575,-79.7766
15023,Low-Head Dam (24092),D B Walker Shoe Company Dam,3.2,35.6395,-79.6173
15031,Low-Head Dam (24093),Robert L. Reece Lake Dam,45.8,35.68123,-79.9699
15034,Low-Head Dam (24096),Cone Mills Dam,13.4,35.23778,-81.7675
15038,Low-Head Dam (18230),Lake Delhi Dam,46.2,42.40780267,-91.34511911
15045,Low-Head Dam (13612),Murder Creek Dam,10.0,43.01615,-78.4951
15054,Low-Head Dam (18235),Lake Oelwein Dam,1.4,42.64674034,-91.91579953
15067,Low-Head Dam (19475),Brey Dam,32.4,40.32534589,-75.47900396
15076,Low-Head Dam (12933),Lock Number 2,12.0,38.43844302,-84.96270641
15077,Low-Head Dam (12945),Green River Lock and Dam 2,6.3,37.53106334,-87.26461784
15080,Low-Head Dam (12939),Corbin Reservoir Dam,6.2,36.97003739,-84.12023691
15087,Low-Head Dam (12951),Sleepy Hollow Lake Dam,8.0,38.3491263,-85.55519026
15170,Low-Head Dam (13124),Delano Island Diversion Dam,1.3,43.97499,-75.8682
15219,Low-Head Dam (17925),Tidlow Dam,1.8,41.1384829,-77.43312537
15221,Low-Head Dam (17924),Grant Street Dam,4.7,40.01522034,-75.20662399
15232,Low-Head Dam (17944),Kerns Dam,4.1,40.6334293,-75.60211266
15233,Low-Head Dam (17945),Kesterson Mill Dam,1.6,36.62754898,-83.49353294
15252,Low-Head Dam (14081),Walker Mill Dam,2.7,35.845684,-83.56905
15294,Low-Head Dam (17988),Belvidere Dam,16.1,42.25473,-88.851918
15347,Low-Head Dam (13895),Kentucky River Lock and Dam 3,5.2,38.41665186,-84.87976687
15399,Low-Head Dam (23837),Blue Ridge Tissue Dam,8.1,36.00176,-81.5644
15400,Low-Head Dam (23838),Worthville Lake Dam,4.9,35.80159,-79.7768
15402,Low-Head Dam (23841),Fishing Creek Millpond Dam,15.7,36.1547,-77.7427
15404,Low-Head Dam (23939),Lake Mackintosh Dam,13.8,36.04039,-79.5035
15405,Low-Head Dam (23834),Eno West Point Dam,11.2,36.07142,-78.9111
15406,Low-Head Dam (23941),Puryear Dam,34.9,36.0078,-79.3625
15409,Low-Head Dam (23948),Little River Dam,5.7,35.81625,-81.3401
15410,Low-Head Dam (23951),Blewett Falls Dam,23.9,34.98787,-79.8798
15415,Low-Head Dam (23952),Sloop Dam,9.6,36.01085,-81.9235
15453,Low-Head Dam (18074),Nilegan Dam,38.2,46.406086,-88.206455
15455,Low-Head Dam (18079),Fitzgerald Dam,1.7,41.81476,-73.1232
15571,Low-Head Dam (13275),Vandalia Dam,6.7,48.37282,-106.975
15574,Low-Head Dam (13276),Ranchers Ditch Diversion,30.5,46.17748,-107.437
15588,Low-Head Dam (13355),M-6A,34.7,28.64342,-81.87231618
15779,Low-Head Dam (24603),Carson Diversion Dam,37.8,39.49277571,-118.99313832
15884,Low-Head Dam (24208),Lake Benson Dam,10.6,35.66206,-78.6115
15886,Low-Head Dam (24218),Lisbon Dam,8.4,46.44666,-97.6796
15887,Low-Head Dam (24221),Vigness Dam,16.3,48.42604,-97.3989
15888,Low-Head Dam (24224),Bourett Dam,18.7,47.86409,-98.9659
15889,Low-Head Dam (24214),Grafton Dam,3.8,48.42469,-97.41
15892,Low-Head Dam (24235),Brownlee Dam,1.9,46.86566,-97.1022
15893,Low-Head Dam (24229),Wild Rice Dam,3.2,46.75059,-96.8095
15894,Low-Head Dam (24236),Sheyenne Dam,1.6,47.83892,-99.1261
15895,Low-Head Dam (24242),Minot Water Supply Dam,21.4,48.22814,-101.316
15896,Low-Head Dam (24240),Hanson Dam,4.2,46.27803,-96.6912
15898,Low-Head Dam (24232),LaMoure Dam,6.5,46.35445,-98.3067
15899,Low-Head Dam (24252),Karey Dam,46.6,46.55222,-102.903
15902,Low-Head Dam (24255),Fargo 12th Avenue Dam,2.1,46.89078719,-96.77108021
15905,Low-Head Dam (24257),River Pool Dam,6.0,46.01405,-97.4181
15906,Low-Head Dam (24267),Quasqueton Dam,11.5,42.39367391,-91.76225713
16151,Low-Head Dam (25031),Overflow Parking 2,24.2,40.3248572,-111.64333192
16167,Low-Head Dam (25293),Marble Bluff Dam,4.3,39.85522949,-119.39301749
16284,Low-Head Dam (25116),Larson Dam,3.7,41.71699779,-111.08614935
16295,Low-Head Dam (24411),Sheyenne River Diversion Dam,3.8,46.75162,-96.9258
16447,Low-Head Dam (25238),Numana Dam,14.3,39.78954757,-119.34918815
16477,Low-Head Dam (25276),Burnham Dam,1.5,40.8721409,-111.96501905
16511,Low-Head Dam (23805),Capelsie Lake Dam,1.9,35.32036,-79.868
16518,Low-Head Dam (25511),Whipkey Dam,8.0,39.92192191,-79.28009363
16531,Low-Head Dam (24841),Last Chance Diversion Weir,6.4,39.51471833,-119.91975679
16549,Low-Head Dam (22816),Millet Swale Dam,26.9,34.43062043,-110.04158297
16609,Low-Head Dam (24869),Chalk Bluff Diversion Dam,2.5,39.51031945,-119.86625744
16639,Low-Head Dam (25557),Woodberry Dam,15.3,37.58736939,-77.77744884
16644,Low-Head Dam (24888),Hormigoso Diversion Dam,22.2,35.2226,-105.167
16646,Low-Head Dam (24889),Tecolotito Diversion Dam,26.8,35.23704,-105.171
16660,Low-Head Dam (24729),Gunnison Bend Dam,43.5,39.34043755,-112.61589469
16691,Low-Head Dam (25439),Coleman Diversion Dam,2.2,39.48633863,-118.79966375
16723,Low-Head Dam (24837),Washoe/Highland Diversion Dam,6.7,39.51964387,-119.96180043
16730,Low-Head Dam (25496),Goodrich Dam,20.2,40.12902818,-75.47151807
16757,Low-Head Dam (25656),Wehr's Dam,1.8,40.62847222,-75.5703
16760,Low-Head Dam (25687),Lost River Diversion Dam,5.1,42.14280535,-121.6729919
16775,Low-Head Dam (21972),Lake Aree Dam,36.0,40.27307328,-75.49801623
16787,Low-Head Dam (22581),Patterson Ditch,9.3,40.3897088,-104.659828
16803,Low-Head Dam (25696),Embreeville Dam,1.2,39.92639804,-75.73435476
16805,Low-Head Dam (25704),Flowage Lake Dam,1.4,44.260329,-84.205614
16812,Low-Head Dam (25702),Mill Dam,0.3,40.38839559,-75.55560727
16820,Low-Head Dam (15449),Tulpehocken Dam,16.1,40.34631011,-75.95230945
16836,Low-Head Dam (18449),William G. Stratton Dam,7.3,42.30918,-88.25079121
16858,Low-Head Dam (21463),Eclipse Dam,5.8,42.70272975,-73.09726031
16864,Low-Head Dam (22985),Rockton Dam,15.3,42.45975,-89.07977641
16883,Low-Head Dam (20105),Frank Bentz Dam,11.4,39.62135558,-77.42409835
16903,Low-Head Dam (14699),Dam 9,26.2,37.84320575,-84.44029684
16929,Low-Head Dam (14787),Backbone Dam,1.5,42.6007042,-91.53676436
16951,Low-Head Dam (17998),Eagle Lake Dam,14.3,36.4174316,-118.6050705
16977,Low-Head Dam (14965),Guths Mill Dam,8.7,38.461575,-90.966458
16998,Low-Head Dam (24249),Mott City Dam,1.9,46.36998,-102.321
17044,Low-Head Dam (24060),Lake Rogers Dam,20.4,36.12956,-78.7053
17079,Low-Head Dam (16196),Felts Mills Dam,39.6,44.02334252,-75.76258171
17089,Low-Head Dam (14440),Bel Air Dam,7.7,42.47103562,-73.24832299
17136,Low-Head Dam (20398),10th Street Dam,27.7,40.75972747,-86.35849698
17145,Low-Head Dam (24217),Ypsilanti Dam,3.1,46.78348,-98.5706
17154,Low-Head Dam (23518),Highline Diversion Dam,2.2,39.48283479,-105.1159828
17157,Low-Head Dam (22540),Kathryn Dam,34.4,46.67523,-97.9448
17257,Low-Head Dam (12920),Lock Number 11,8.7,37.78465124,-84.10327893
17281,Low-Head Dam (23857),Rocky Ford Diversion Dam,38.3,38.11232896,-103.82611
17288,Low-Head Dam (12956),Picketts Dam,2.5,38.13989381,-85.2955939
17292,Low-Head Dam (13257),Cornell Dam,5.5,42.89686368,-100.4849455
17293,Low-Head Dam (13152),Spicer Dam,2.6,43.9797,-75.6152
17295,Low-Head Dam (24075),Redmon Dam,19.3,35.79314,-82.7103
17299,Low-Head Dam (24227),Jamestown Ice House Dam,23.6,46.89966,-98.7116
17301,Low-Head Dam (25474),Vernon Spring Dam,22.9,43.34745424,-92.13837995
17303,Low-Head Dam (25466),Upper Pelzer Dam,6.4,34.6434487,-82.4548359
17304,Low-Head Dam (24245),Minto Dam,5.8,48.28604,-97.3678
17312,Low-Head Dam (23954),Lock and Dam Number One,16.5,34.40473,-78.2931
17348,Low-Head Dam (23962),Old Mill Pond Dam,7.9,35.80055,-81.411
17395,Low-Head Dam (23965),Siler City Water Supply Lake Number Three Dam,13.3,35.76279,-79.4557
17396,Low-Head Dam (23966),Hackneys Millpond Dam,7.5,35.73695,-79.4246
17397,Low-Head Dam (23967),Odell Pond Dam,6.4,35.77581,-79.1488
17399,Low-Head Dam (23973),Smith Lake Dam,28.3,35.12798,-78.927
17422,Low-Head Dam (21552),Sportsmen Dam,46.3,45.248747,-83.965988
17440,Low-Head Dam (16422),Barneston Power Plant Dam,23.9,40.05282211,-96.58842944
17461,Low-Head Dam (16077),Hoosick Falls Dam,33.5,42.91181324,-73.36007582
17504,Low-Head Dam (18815),Waterford Dam,0.2,42.413999,-83.468847
17512,Low-Head Dam (19539),Washington Crossing Dam,9.2,40.32688446,-74.9447295
17523,Low-Head Dam (24095),Roberdel Pond Dam,20.9,34.97088,-79.7439
17530,Low-Head Dam (13195),Nolichucky Dam,5.8,36.065224,-82.866707
17565,Low-Head Dam (25141),Surplus Canal Diversion Dam,27.3,40.72672296,-111.92678739
17578,Low-Head Dam (23532),Arthur's Ditch Diversion,4.7,40.61164775,-105.1129852
17635,Low-Head Dam (18868),Mill Dam,5.5,40.77077386,-75.3136056
17646,Low-Head Dam (20486),Dam Number Two,45.7,44.76099955,-92.86629864
17660,Low-Head Dam (12937),Lock Number 13,1.4,37.60159188,-83.83268679
17662,Low-Head Dam (24101),Cascade Lake Dam,10.5,35.21897,-82.6394
17663,Low-Head Dam (12930),Lock 8,5.8,37.7458072,-84.58715989
17681,Low-Head Dam (17874),Curwensville Timber Dam,4.4,40.96129161,-78.51730142
17690,Low-Head Dam (13519),Groveville Dam,1.6,41.51355,-73.9448
17721,Low-Head Dam (24082),Tar River Dam,32.7,35.89877,-77.8846
17755,Low-Head Dam (22551),Merchant Valley Dam,2.2,38.28659714,-112.4440318
17763,Low-Head Dam (22522),Lake Decatur Dam,0.4,39.82619,-88.95600723
17766,Low-Head Dam (16724),Red Willow Creek Diversion Dam,3.7,40.2815781,-100.5420305
17791,Low-Head Dam (22872),Norvell Dam,2.6,42.15651,-84.184271
17829,Low-Head Dam (17424),Leidy Dam,1.1,40.27150004,-75.47017681
17831,Low-Head Dam (18267),Cataract Dam,2.9,46.315803,-87.512944
17854,Low-Head Dam (19989),Upper Falls,3.0,41.43168,-81.3915
17917,Low-Head Dam (20976),Stevens Paper Company Upper Dam,1.6,42.11984842,-72.78574455
17945,Low-Head Dam (24279),Old Raftsmen's Dam,5.6,41.02778525,-78.43800926
17955,Low-Head Dam (23531),Larimer & Weld County Canal Diversion,2.3,40.61202905,-105.1068252
17978,Low-Head Dam (16949),Whittelsey Dam,2.9,44.84746804,-74.29289902
18000,Low-Head Dam (13468),Anderson Pond Dam (defunct),20.3,32.21969,-81.8036
18017,Low-Head Dam (17975),Don Williams Lake Dam,46.7,42.11142271,-94.01796447
18019,Low-Head Dam (12953),Howards Mill Dam,2.2,38.06300997,-83.84800563
18021,Low-Head Dam (13651),Thompson Island Dam,6.7,43.1894,-73.5822
18035,Low-Head Dam (18034),Greene Mill Dam,2.2,42.89516496,-92.80263073
18041,Low-Head Dam (24247),East Broadway Dam,6.5,46.87633,-102.781
18051,Low-Head Dam (13669),Beebee Island Main Dam,11.1,43.97711,-75.9065
18052,Low-Head Dam (17262),Saffold Dam,3.3,29.551226,-97.97061
18056,Low-Head Dam (17304),Snow Bird Lake Dam,2.7,43.45550661,-75.1519998
18071,Low-Head Dam (22577),Bijou Dam,44.8,40.31736454,-104.3764529
18074,Low-Head Dam (22612),Fire Mountain Canal Weir,9.9,38.92701131,-107.4780082
18080,Low-Head Dam (13301),Fort Belknap Dam,32.5,48.60204,-109.405
18085,Low-Head Dam (13099),Johnson Mill Dam,7.6,43.43073464,-71.86672502
18094,Low-Head Dam (13400),Ice Pond Dam and Dike,5.0,43.0136523,-71.05155115
18108,Low-Head Dam (13833),Whitney Pond Dam,2.6,42.61049699,-71.94104661
18109,Low-Head Dam (13873),Goodfellow Pond Dam,11.1,42.54670849,-71.8098785
18116,Low-Head Dam (13869),Greenfield Electric Light and Power Dam,4.1,42.58350493,-72.60488524
18119,Low-Head Dam (13944),Lovell Reservoir Dam,2.4,42.6158878,-71.82115507
18122,Low-Head Dam (14112),International Packings Corporation Upper Dam,29.2,43.60678781,-71.74201847
18129,Low-Head Dam (14271),Upper Long Pond Dam,8.2,42.56555743,-71.54586343
18132,Low-Head Dam (14304),Plow Shop Pond Dam,2.9,42.55745939,-71.59476064
18133,Low-Head Dam (14316),Hebron Mill Pond Dam,42.3,41.90496902,-71.31997778
18137,Low-Head Dam (14374),Mill Pond Dam,10.3,42.53496639,-71.49752286
18148,Low-Head Dam (14519),Spindleville Pond Dam,20.7,42.11484943,-71.53054864
18150,Low-Head Dam (14520),Rice City Pond Dam,13.8,42.0983182,-71.62229182
18153,Low-Head Dam (14574),McTaggarts Pond Dam,13.6,42.57972345,-71.84175625
18155,Low-Head Dam (14575),Green's Pond Dam,1.7,42.60434807,-71.80118219
18157,Low-Head Dam (14578),Wading River Dam,13.2,41.98937817,-71.25465938
18158,Low-Head Dam (14576),Simonds Pond Dam,30.5,42.54798752,-71.80332532
18159,Low-Head Dam (14579),Dodgeville Pond Dam,2.4,41.92207504,-71.29641747
18161,Low-Head Dam (14611),Paradise Diversion Dam,6.3,48.56622604,-109.1903031
18162,Low-Head Dam (14582),Bare Hill Pond Dam,16.0,42.49731997,-71.59555129
18164,Low-Head Dam (14635),West Main Street Dam,28.4,42.55284142,-71.61915622
18165,Low-Head Dam (14644),Bolivar Pond Dam,2.9,42.15167043,-71.13995903
18169,Low-Head Dam (14650),West Medway Dam,11.1,42.13908449,-71.42416822
18171,Low-Head Dam (14651),Box Pond Dam,6.4,42.09475004,-71.4846088
18173,Low-Head Dam (14678),Talbot Mills Dam,22.2,42.59188814,-71.28386434
18175,Low-Head Dam (14677),New Pond Dam,27.8,42.02409065,-71.13722569
18176,Low-Head Dam (14679),Mystic Dam,16.8,42.43058785,-71.14844731
18177,Low-Head Dam (14681),Stony Brook Dam,3.8,42.6169217,-71.40331462
18194,Low-Head Dam (14825),Sucker Brook Gaging Station Dam,1.3,43.00590958,-71.34912773
18213,Low-Head Dam (15569),Bigelow Pond Dam,41.2,41.99187,-72.1323
18219,Low-Head Dam (15742),Lower Flint Pond Dam,4.4,42.676411,-71.42353613
18221,Low-Head Dam (15791),Lower Station Dam,8.2,45.10108652,-70.77824507
18229,Low-Head Dam (16046),Ashland Mill Dam,13.4,43.69524587,-71.62974372
18230,Low-Head Dam (15988),War Memorial Park Dam,29.2,42.01611989,-71.0094056
18235,Low-Head Dam (16102),Paper Mill Dam,1.7,43.00578694,-71.92672118
18242,Low-Head Dam (16134),Sawmill Dam,45.9,44.4789188,-71.16792818
18266,Low-Head Dam (16575),Milton Three Ponds Dam,43.1,43.41282433,-70.98725736
18275,Low-Head Dam (16718),Ironstone Reservoir Dam,33.7,42.02642534,-71.61141392
18283,Low-Head Dam (16933),Allied Leather Auxiliary Dam,15.2,43.28517247,-71.59575812
18291,Low-Head Dam (17124),Bristol Blake State Reservoir Dam,5.9,42.10899687,-71.31733845
18293,Low-Head Dam (17175),Meadow Pond Dam,3.9,42.10877208,-71.66997263
18296,Low-Head Dam (17176),Potter Road Dam,4.8,42.08329099,-71.72933853
18298,Low-Head Dam (17217),Fisher Pond Dam,12.8,41.39766387,-70.69247014
18304,Low-Head Dam (17244),Parker River Dam at Central Street,1.0,42.7500043,-70.92914241
18305,Low-Head Dam (17243),Parker River Dam,1.8,42.74988691,-70.942284
18306,Low-Head Dam (17242),Parker River Dam,0.9,42.75489855,-70.94700609
18312,Low-Head Dam (17382),Merino Pond Dam,10.8,42.04939681,-71.89393149
18313,Low-Head Dam (17379),Perryville Pond Dam,8.0,42.02508522,-71.88439248
18314,Low-Head Dam (17383),Larner Pond Dam,11.1,42.05553562,-71.90401149
18336,Low-Head Dam (17635),Garvins Falls Dam,17.0,43.16565048,-71.50923825
18339,Low-Head Dam (17638),Pickpocket Dam,15.5,42.96978449,-71.00121917
18343,Low-Head Dam (17643),Claremont Paper Company Dam,6.9,43.37434691,-72.34754958
18347,Low-Head Dam (17646),Briar Pipe Dam,11.2,43.27275319,-71.60427074
18369,Low-Head Dam (17994),Cascade Alpine Water Supply Dam,7.7,44.45032592,-71.17916672
18421,Low-Head Dam (18433),Plants Dam,2.5,41.34505,-72.2602
18422,Low-Head Dam (18460),Belden Dam,3.1,41.9692,-71.894
18442,Low-Head Dam (18726),Payne's Pond Dam,2.8,41.65594043,-71.46427162
18443,Low-Head Dam (18768),Meyers Falls Dam,6.5,48.595269,-118.058531
18448,Low-Head Dam (18810),Springs Dam,2.8,41.95193,-72.3098
18458,Low-Head Dam (18842),Fuller Dam,2.6,41.80585,-72.0568
18460,Low-Head Dam (18844),Aqua Swamp Dam,1.2,41.80813,-72.0523
