OBJECTID,old_dam_name,osm_name,distance_m,Latitude,Longitude
18494,Low-Head Dam (19434),Bunganut Lake Dam,17.4,43.5107158,-70.71117052
18509,Low-Head Dam (19448),East Madison Dam,5.2,44.84693623,-69.75886657
18559,Low-Head Dam (19510),Bryant Pond Dam,3.8,44.36641733,-70.63974107
18568,Low-Head Dam (19521),Cataract West Dam,22.1,43.49575242,-70.4522702
18584,Low-Head Dam (19535),Hancock Pond Dam,3.6,43.93344315,-70.75878558
18590,Low-Head Dam (19549),Lewiston Falls Dam,36.1,44.09990414,-70.22156595
18598,Low-Head Dam (19559),Hobbs Pond Dam,0.8,43.35123187,-70.62105677
18614,Low-Head Dam (19575),Carleton Pond Dam,9.5,44.34170335,-69.9160505
18617,Low-Head Dam (19580),Automatic Dam,4.8,44.54732383,-69.64306822
18619,Low-Head Dam (19577),Lower Wilson Stream Dam,8.9,44.27506807,-70.02807504
18673,Low-Head Dam (19652),Manhanock Pond Lower Dam,8.0,45.16287323,-69.35552067
18676,Low-Head Dam (19654),Kingsbury Dam,18.1,45.11708652,-69.64693591
18683,Low-Head Dam (19690),Echo Lake Dam Number 1,7.9,44.4158479,-70.03873386
18688,Low-Head Dam (19694),Brush Shop Dam,5.1,44.29003675,-70.36363967
18689,Low-Head Dam (19693),Second Roach Pond Dam,11.4,45.67414449,-69.32374853
18696,Low-Head Dam (19704),Boynton-Trask Dam,8.4,44.16572177,-69.53574503
18725,Low-Head Dam (19731),Butterfield Brook Dam,10.4,46.96541287,-67.87112922
18729,Low-Head Dam (19735),Third Wallagrass Lake Dam,2.8,47.10895338,-68.81472292
18734,Low-Head Dam (19738),Water District Reservoir Dam,16.1,46.51762625,-67.95278452
18738,Low-Head Dam (19799),Conic Flowage Dam,14.9,45.11390194,-67.31667588
18740,Low-Head Dam (19798),Pleasant Pond Dam,5.4,45.24511738,-69.93227358
18741,Low-Head Dam (19801),Cranberry Inlet Dam,6.3,45.08300924,-67.30443182
18749,Low-Head Dam (19811),Pembroke Cottage Dam,6.8,44.96245499,-67.16151973
18774,Low-Head Dam (19907),Alford Lake Dam,14.2,44.22622899,-69.21688942
18781,Low-Head Dam (19916),Bridge Street Dam,7.5,43.46625696,-70.79525993
18784,Low-Head Dam (19917),Goose Pond Dam,8.1,44.35436528,-68.80893154
18809,Low-Head Dam (19940),Echo Lake Dam,48.4,46.62613725,-68.01126606
18820,Low-Head Dam (19954),Little Falls Dam,40.5,43.73418699,-70.42497017
18822,Low-Head Dam (19955),Peabody Lake Mill Dam,6.2,43.93026393,-70.69103899
18823,Low-Head Dam (20007),Chickawaukie Pond Dam,8.2,44.13584238,-69.11974678
18826,Low-Head Dam (20006),Rainbow Lake Dam,1.8,45.82065563,-69.16543929
18829,Low-Head Dam (20011),Quantabacook Lake Dam,5.7,44.37009346,-69.18343701
18840,Low-Head Dam (20022),Eel Weir Dam,13.4,43.8177416,-70.44961719
18845,Low-Head Dam (20028),Cushman Pond Dam,3.6,44.22005993,-70.83610889
18846,Low-Head Dam (20029),Dodge Pond Dam,1.1,44.972157,-70.71033626
18859,Low-Head Dam (20042),Somes Pond Outlet Dam,0.3,44.36211233,-68.33375293
18860,Low-Head Dam (20041),Bud Youngs Dam,6.2,44.43105905,-68.99308304
18861,Low-Head Dam (20044),Norwood Cove Dam,12.9,44.28731443,-68.32091492
18869,Low-Head Dam (20052),Big Island Pond Dam Number 4,1.4,45.28481007,-70.76095357
18884,Low-Head Dam (20125),Bridge Street Dam,11.9,43.80165942,-70.18204542
18896,Low-Head Dam (20140),Umbazooksus Dam,6.5,46.14696508,-69.35090932
18898,Low-Head Dam (20142),Dole Pond Dam,39.6,46.01123873,-70.19341372
18899,Low-Head Dam (20144),Penobscot Lake Dam,33.2,45.91064283,-70.22139415
18900,Low-Head Dam (20143),Long Pond Dam,29.2,45.98416172,-70.16954026
18904,Low-Head Dam (20150),Grand Lake Stream Dam,18.2,45.18131,-67.777798
18907,Low-Head Dam (20151),Hodgdon Dam,6.6,46.0535921,-67.86857582
18908,Low-Head Dam (20152),Mars Hill Dam,4.2,46.51837387,-67.86644499
18910,Low-Head Dam (20156),Pattee Mill Dam,5.7,46.76473572,-67.81727278
18911,Low-Head Dam (20154),Caribou Dam,5.3,46.8489499,-68.00146575
18913,Low-Head Dam (20155),Millinocket Lake Dam,3.3,46.3040948,-68.82746503
18915,Low-Head Dam (20157),Monson Pond Dam,1.4,46.70707932,-67.79935276
18916,Low-Head Dam (20160),North Pond Dam,18.5,44.321705,-70.39501
18918,Low-Head Dam (20162),Churchill Dam,13.7,46.49301732,-69.28818062
18919,Low-Head Dam (20164),Great Works Dam,2.2,44.88361655,-67.27766296
18923,Low-Head Dam (20169),Pleasant River Lake Water Dam,2.5,44.8351775,-67.96318149
18925,Low-Head Dam (20245),Drews Lake Dam,7.7,46.09810196,-68.0027535
18926,Low-Head Dam (20243),Pokey Dam,2.2,45.01231166,-67.58673955
18928,Low-Head Dam (20244),Chase Mill Dam,3.4,44.75617951,-67.36040851
18930,Low-Head Dam (20246),Songo Lock Dam,0.8,43.93238063,-70.57730316
18931,Low-Head Dam (20248),Lower Dam,13.4,44.0310709,-70.1030598
18933,Low-Head Dam (20250),Noyes Brook Dam,37.0,46.92773099,-67.84657697
18939,Low-Head Dam (20259),Marshall Pond Dam,6.2,44.17040172,-70.4025243
18945,Low-Head Dam (20258),Pleasant Pond Dam,40.4,44.30988941,-70.23160919
18951,Low-Head Dam (20266),Mechanic Falls Dam,4.5,44.11116752,-70.3912269
18953,Low-Head Dam (20270),Mattakeunk Pond Dam,0.1,45.35896672,-68.30079445
18956,Low-Head Dam (20274),Hussey Plow Company Dam,3.1,43.3035858,-70.73885821
18960,Low-Head Dam (20276),Staples Dam,1.8,43.31722992,-70.74446277
18966,Low-Head Dam (20283),Lower Dam,6.5,44.91002672,-69.40869828
18970,Low-Head Dam (20284),Mill Stream Dam,5.0,44.53882939,-69.44497932
18972,Low-Head Dam (20290),French Stream Dam,2.2,44.95284767,-69.13854089
19059,Low-Head Dam (20742),Bixby Pond Dam,4.8,43.22304902,-71.31705513
19087,Low-Head Dam (20768),Howe Reservoir Dam,14.3,42.92660923,-72.12992381
19094,Low-Head Dam (20788),Ashuelot River Dam,2.4,42.78569286,-72.48138403
19119,Low-Head Dam (20812),Plant Number 1 Dam,6.4,43.63751263,-72.26690168
19140,Low-Head Dam (20838),Milford Town Dam,9.6,42.83604233,-71.64567347
19157,Low-Head Dam (20853),Gregg Mill Pond Dam,4.1,43.00703128,-71.6646824
19162,Low-Head Dam (20861),Piscassic River Dam,3.4,43.08262788,-70.94790474
19166,Low-Head Dam (20865),Upper Ammonoosuc Dam,2.0,44.61050909,-71.50605588
19170,Low-Head Dam (20868),Mountain Brook Dam,2.0,43.08360312,-71.1739656
19190,Low-Head Dam (20888),Mill Pond Dam,1.8,43.27034708,-70.97645927
19208,Low-Head Dam (20908),New Dam,6.9,43.25983131,-70.85983723
19210,Low-Head Dam (20911),Island Pond Dam,5.3,43.0621453,-72.08084719
19211,Low-Head Dam (20912),Chandler Meadow Pond Dam,33.1,43.04191234,-72.15259833
19220,Low-Head Dam (20920),Chocorua River Dam,7.6,43.87823639,-71.22129617
19226,Low-Head Dam (20930),Branch River Dam Number 1,4.2,43.49202079,-71.02068385
19233,Low-Head Dam (20936),Warner River Dam,5.9,43.28194334,-71.88823963
19243,Low-Head Dam (20947),Abbott Memorial Trust Dam,9.8,42.844707,-71.73884111
19264,Low-Head Dam (20972),Riceville Pond Dam,3.9,42.53147003,-72.22376045
19265,Low-Head Dam (20974),Lake Warner Dam,1.6,42.38555254,-72.58142663
19266,Low-Head Dam (20975),Factory Hollow Dam,0.6,42.4156743,-72.51926186
19267,Low-Head Dam (20978),Ware River Diversion Dam,6.9,42.39044296,-72.06012655
19269,Low-Head Dam (20979),Stone Diversion Dam,7.1,42.01538727,-71.55358399
19272,Low-Head Dam (20984),Shawsheen River Dam,29.1,42.62712138,-71.1577118
19273,Low-Head Dam (20982),Nagog Pond Dam,4.1,42.51000389,-71.43333305
19276,Low-Head Dam (20988),Ipswich Mills Dam,14.1,42.67768882,-70.83789326
19277,Low-Head Dam (20986),Gilboa Pond Dam,11.2,42.08358283,-71.69844272
19279,Low-Head Dam (20991),Curtis Crossing Dam,31.0,42.10035718,-70.8236801
19283,Low-Head Dam (20993),Washington Street Dam,2.7,42.39048825,-71.57041802
19284,Low-Head Dam (21001),New Home Sewing Machine Company Dam,14.6,42.5892658,-72.31020823
19285,Low-Head Dam (20998),Forge Pond Dam,6.4,42.27450494,-72.47080373
19287,Low-Head Dam (21004),Forest Park Upper Dam,29.8,42.07384738,-72.56940939
19289,Low-Head Dam (21005),Watershops Pond Dam,2.7,42.0973256,-72.56291451
19291,Low-Head Dam (21007),Pratts Pond Dam,10.4,42.23666016,-71.70524319
19292,Low-Head Dam (21006),Blackstone River Dam,15.4,42.17776048,-71.71195572
19296,Low-Head Dam (21014),Connor Pond Dam,6.8,42.46105402,-72.16442706
19297,Low-Head Dam (21018),Brown Pond Dam,3.8,42.49199756,-72.16722462
19300,Low-Head Dam (21019),Wax Factory Pond Dam,1.7,42.47606887,-72.07630443
19301,Low-Head Dam (21020),Sturbridge Village Pond Dam,9.0,42.10652591,-72.0952082
19302,Low-Head Dam (21024),Chicopee Falls Dam,17.5,42.15992872,-72.58097967
19303,Low-Head Dam (21026),Indian Orchard Dam,13.2,42.16202757,-72.50241009
19304,Low-Head Dam (21025),Dwight Dam,8.3,42.14985326,-72.60024054
19305,Low-Head Dam (21028),Western Mass Electric Dam,14.2,42.15633666,-72.48443353
19307,Low-Head Dam (21033),Lower Canal Dam,1.2,42.2585551,-72.23871649
19308,Low-Head Dam (21032),Mason Road Dam,3.4,42.67901742,-71.74016669
19309,Low-Head Dam (21037),Milford Pond Dam,11.3,41.7512989,-71.20651686
19311,Low-Head Dam (21038),Plimpton Pond Dam,6.0,42.159723,-71.231303
19314,Low-Head Dam (21039),City Mills Pond Dam,24.6,42.10953782,-71.36213112
19316,Low-Head Dam (21043),Tannery Pond Dam,8.1,42.68044122,-72.0532788
19317,Low-Head Dam (21044),Luther's Reservoir Dam,5.4,41.93560332,-71.33652511
19318,Low-Head Dam (21045),Ten Mile River Dam,3.3,41.8956438,-71.32767811
19321,Low-Head Dam (21049),Whitin Pond Dam,3.1,42.0939675,-71.63743146
19323,Low-Head Dam (21051),West Warren Mill Pond Dam,17.6,42.21187908,-72.23306975
19324,Low-Head Dam (21052),Segreganset River Dam,24.9,41.88623487,-71.17523106
19326,Low-Head Dam (21054),Riverdale Dam,7.9,42.13894623,-71.63984973
19328,Low-Head Dam (21055),Sutton Falls Dam,6.8,42.10946593,-71.78195514
19329,Low-Head Dam (21057),Gordon Dam,4.2,42.11645297,-71.89776168
19331,Low-Head Dam (21066),Straits Pond Dam,15.2,42.26036546,-70.8446478
19332,Low-Head Dam (21064),Tileston and Hollingsworth Dam,2.1,42.26104634,-71.11049128
19336,Low-Head Dam (21068),Reservoir Number 1 Dam,33.2,42.29184232,-71.44232959
19337,Low-Head Dam (21069),Fiddlers Green Dam,3.6,42.31262677,-71.41712725
19340,Low-Head Dam (21072),Shepard Pond Dam,15.9,42.14479311,-71.14953761
19341,Low-Head Dam (21073),Orrs Pond Dam,2.2,41.92722072,-71.34054079
19342,Low-Head Dam (21074),Three Mile River Dam,2.8,41.86808113,-71.12970774
19343,Low-Head Dam (21076),Lower Delaney Pond Dam,6.3,42.44224033,-71.54549335
19344,Low-Head Dam (21075),Lackey Dam,5.0,42.10309338,-71.68906538
19345,Low-Head Dam (21077),Duck Mill Dam,19.6,42.57025805,-71.78247567
19352,Low-Head Dam (21085),Crescent Street Dam,16.5,42.59446166,-72.22671504
19354,Low-Head Dam (21086),Cresticon Lower Dam,0.6,42.5969963,-72.22071696
19355,Low-Head Dam (21087),South Barre Mill Pond Dam,11.6,42.38628336,-72.09559956
19357,Low-Head Dam (21090),North Nashua River Dam,6.1,42.56593393,-71.84387239
19360,Low-Head Dam (21091),Arden Mill Dam,5.0,42.57249292,-71.78706343
19362,Low-Head Dam (21094),Quinebaug River Pond Dam,15.1,42.0504623,-71.9810643
19372,Low-Head Dam (21113),Noquochoke Lake Dam,37.7,41.63885206,-71.04705581
19383,Low-Head Dam (21126),Waste Water Treatment Plant Dam,5.9,42.56310309,-71.84454055
19386,Low-Head Dam (21127),Hovey Dam,44.8,42.23076493,-71.71389303
19390,Low-Head Dam (21134),Box Mill Dam,2.4,42.43139955,-71.50304614
19392,Low-Head Dam (21138),Stillwater Pond Dam,2.0,41.77286395,-70.96324159
19394,Low-Head Dam (21137),Brown Pond Dam,1.1,41.77449349,-70.9584374
19401,Low-Head Dam (21146),Spillway Dam at Neponset Street,2.4,42.158779,-71.15433853
19404,Low-Head Dam (21147),Mother Brook Diversion at Charles River,1.1,42.25493269,-71.17162768
19405,Low-Head Dam (21150),Freeman Lake Dam,7.2,42.63178239,-71.38694332
19409,Low-Head Dam (21157),Whitehall Reservoir Dam,39.0,42.23591191,-71.56522654
19411,Low-Head Dam (21152),Cemter Falls Dam,10.3,42.45185482,-71.13584925
19417,Low-Head Dam (21165),Fish Brook Dam,0.2,42.64611755,-70.98954876
19418,Low-Head Dam (21166),Factory Village Pond Dam,10.5,42.62869657,-71.8897178
19421,Low-Head Dam (21167),Lake Rohunta Dam,17.5,42.56891357,-72.27195403
19422,Low-Head Dam (21171),Powder Mill Dam,16.8,42.38972104,-72.07911
19424,Low-Head Dam (21174),Allen Dam,42.8,42.47781799,-71.41463464
19425,Low-Head Dam (21173),Stoneville Pond Dam,5.9,42.2182578,-71.8454632
19429,Low-Head Dam (21175),Murray Printing Company Dam,3.3,42.58007717,-71.4875902
19430,Low-Head Dam (21179),Howes Pond Dam,9.4,42.65512173,-71.00023401
19433,Low-Head Dam (21182),Pondville Pond Dam,6.7,42.19499547,-71.82298993
19434,Low-Head Dam (21181),Sydneys Pond Dam,9.9,42.51577984,-70.94288844
19436,Low-Head Dam (21188),North Canal Outlet Dam,12.5,42.70707791,-71.14827404
19438,Low-Head Dam (21189),Great Stone Dam,13.6,42.7006365,-71.16615989
19439,Low-Head Dam (21192),Lower Artichoke Reservoir Dam,6.5,42.8132589,-70.93167563
19440,Low-Head Dam (21190),Pillings Pond Dam,5.7,42.52819031,-71.03189819
19441,Low-Head Dam (21196),Waltham Dam,1.6,42.37302008,-71.23621088
19442,Low-Head Dam (21195),Charles River Dam at South Natick,6.8,42.27153266,-71.31583035
19443,Low-Head Dam (21197),Cleveland Pond Dam,23.5,42.11436691,-70.97865811
19447,Low-Head Dam (21198),Pepperell Paper Company Dam,13.6,42.66509763,-71.57602366
19469,Low-Head Dam (21247),Leonards Pond Dam,35.0,41.74817272,-70.80471278
19472,Low-Head Dam (21248),Elm Street on Jones River Reservoir,27.0,41.99080522,-70.73476259
19473,Low-Head Dam (21252),Hamilton Reservoir Dam,10.2,42.06885929,-72.15292944
19475,Low-Head Dam (21250),Watertown Dam,4.0,42.36534941,-71.18931348
19478,Low-Head Dam (21257),Silver Lake Dam,9.6,42.1902373,-71.65542956
19479,Low-Head Dam (21254),Ware River Dam,2.9,42.18933231,-72.33144199
19481,Low-Head Dam (21259),Mount Holyoke College Lower Pond Dam,3.3,42.25369505,-72.57281637
19482,Low-Head Dam (21258),Mount Holyoke College Upper Pond Dam,1.5,42.25842312,-72.57112881
19483,Low-Head Dam (21261),Brigham Pond Dam,28.5,42.46816421,-71.99997656
19485,Low-Head Dam (21262),Wildwood Lake Dam,8.6,42.17382665,-71.6352691
19486,Low-Head Dam (21272),Whitmans Pond Dam,9.2,42.21115048,-70.92936783
19489,Low-Head Dam (21273),Shad Factory Pond Dam,10.5,41.80918033,-71.27878354
19491,Low-Head Dam (21276),Pawtucket Dam,23.8,42.64876577,-71.33185817
19492,Low-Head Dam (21278),Upper Pawtucket Canal Dam,7.2,42.64213414,-71.31517746
19493,Low-Head Dam (21277),Lower Pawtucket Canal Dam,4.2,42.64415833,-71.30728539
19497,Low-Head Dam (21282),Snows Mill Pond Dam,6.8,42.5620028,-71.84900784
19511,Low-Head Dam (21306),Swanson Dam,5.5,44.98609894,-71.81674104
19533,Low-Head Dam (21340),Greenville Pond Dam,20.2,42.20287553,-71.91746684
19534,Low-Head Dam (21341),Allen Street Dam,2.6,42.32963904,-71.63016286
19536,Low-Head Dam (21347),Horn Pond Dam,6.5,42.46540298,-71.15179683
19537,Low-Head Dam (21344),Sanford Mill Dam,7.3,42.13858526,-71.39883417
19538,Low-Head Dam (21345),Old Pond Dam,5.8,42.02484351,-71.13231988
19539,Low-Head Dam (21348),Ipswich River Dam,3.4,42.57002733,-71.03099548
19540,Low-Head Dam (21349),Bush Pond Dam Number Two,8.6,42.09863697,-71.35255036
19541,Low-Head Dam (21350),Pikes Pond Dam,3.9,42.16229284,-71.93752534
19542,Low-Head Dam (21351),Wamesit Power Company Dam,23.4,42.6290003,-71.2980789
19545,Low-Head Dam (21354),Prichards Dam,38.2,42.6185983,-71.0156256
19550,Low-Head Dam (21363),Fulton Pond Dam,2.4,42.02494968,-71.21995252
19552,Low-Head Dam (21366),Memorial Pond Dam,1.8,42.14610044,-71.24899031
19556,Low-Head Dam (21364),Perryville Pond Dam,6.1,41.86350734,-71.2586299
19557,Low-Head Dam (21367),Quinapoxet Dam,7.9,42.3872139,-71.80264471
19558,Low-Head Dam (21372),Hobbs Pond Dam,36.0,42.38967904,-71.2774984
19562,Low-Head Dam (21377),Pleasant Street Dam,1.0,42.66459384,-71.32311647
19584,Low-Head Dam (21429),Tisdale Pond Dam,1.6,41.79603485,-71.0659367
19587,Low-Head Dam (21431),Lake Lashaway Dam,19.5,42.22618651,-72.05003312
19589,Low-Head Dam (21432),North Webster Village Pond Dam,11.8,42.06363089,-71.88017934
19590,Low-Head Dam (21437),Finlay Dam,6.9,42.32516149,-71.25848183
19593,Low-Head Dam (21438),Ware Industries Main Upper Dam,4.1,42.26166977,-72.23513272
19594,Low-Head Dam (21439),Ben Smith Dam,3.3,42.42731284,-71.46915092
19601,Low-Head Dam (21451),Massapoag Pond Dam,5.1,42.65773153,-71.49640286
19602,Low-Head Dam (21455),Fosters Pond Dam,3.2,42.61366494,-71.14145332
19603,Low-Head Dam (21454),Tuxbury Pond Outlet Dam,15.6,42.86210342,-70.9840355
19605,Low-Head Dam (21456),Langwater Pond Dam,0.8,42.06607944,-71.09505938
19608,Low-Head Dam (21468),Saxonville Dam,3.9,42.32468127,-71.40190229
19609,Low-Head Dam (21469),Hathaway Pond Dam,4.3,41.73394949,-70.79423787
19611,Low-Head Dam (21471),Bonney Pond Dam,13.1,41.96391456,-70.81690767
19631,Low-Head Dam (21453),Auburn Pond Dam,0.8,42.20481096,-71.8345309
19638,Low-Head Dam (21523),Houghton Pond Dam,2.4,42.21166039,-71.42747338
19639,Low-Head Dam (21526),D.F. Riley Grist Mill Dam,3.0,42.37151354,-72.60841765
19641,Low-Head Dam (21527),Lake Wyola Dam,17.9,42.50207877,-72.43605242
19643,Low-Head Dam (21533),Church Manufacturing Company Dam,0.8,42.12230162,-72.30841203
19644,Low-Head Dam (21532),Marcalus Manufacturing Company Dam,5.3,42.24871772,-72.57952428
19645,Low-Head Dam (21531),Fisherville Pond Dam,7.2,42.17926091,-71.68854507
19647,Low-Head Dam (21535),Pine Hill Reservoir Dam,25.6,42.35100031,-71.90478842
19648,Low-Head Dam (21537),Williamsville Pond Dam,1.4,42.48166948,-72.07820778
19650,Low-Head Dam (21538),Lowes Pond Dam,4.2,42.10825397,-71.86447794
19652,Low-Head Dam (21539),Diversion Dam,21.2,42.07179704,-72.01393764
19658,Low-Head Dam (21571),West Charleston Dam,3.9,44.89520086,-72.05491527
19662,Low-Head Dam (21588),Lake Elmore Dam,1.0,44.54118621,-72.52416455
19689,Low-Head Dam (21670),Congdon Dam,6.0,41.44419,-72.1208
19692,Low-Head Dam (21678),Sawmill Pond Dam,2.2,41.57735,-71.8678
19707,Low-Head Dam (21734),Rockwell Dam,4.6,42.04461589,-72.38311605
19742,Low-Head Dam (22484),Snake Meadow Pond Dam,25.0,41.76355,-71.8501
19764,Low-Head Dam (23052),Little City Dam,7.0,41.46364,-72.5592
19768,Low-Head Dam (24215),Cavalier City Dam,3.0,48.79844,-97.6269
19769,Low-Head Dam (24216),Drayton Dam,1.3,48.59640763,-97.15273314
19771,Low-Head Dam (24225),Pembina City Dam,5.6,48.96651,-97.2425
19773,Low-Head Dam (24230),Crystal Dam,9.9,48.60086,-97.6728
19778,Low-Head Dam (24237),Long Creek Dam,5.2,48.97525,-103.291
19779,Low-Head Dam (24270),Bel-Hem Dam,6.6,41.92324,-71.9065
19811,Low-Head Dam (25561),Rising Sun Dam,3.7,41.82210346,-71.44204652
19817,Low-Head Dam (25572),Blow-Me-Down Pond Dam,6.1,43.49707362,-72.37549501
19827,Low-Head Dam (25638),McGrath Dam,10.9,41.57358,-72.2052
19840,Low-Head Dam (25715),Millyard Crib Dam,1.4,42.85756656,-70.93246855
19842,Low-Head Dam (25718),Millpond Dam and Spillway,1.2,42.23614461,-71.79688128
